# True label, Predicted label, Predicted Probability
0.000000	0.000000	0.375399
0.000000	0.000000	0.404990
0.000000	0.000000	0.385792
0.000000	0.000000	0.451020
0.000000	0.000000	0.349476
0.000000	0.000000	0.349162
0.000000	0.000000	0.382595
0.000000	0.000000	0.394710
0.000000	0.000000	0.148108
0.000000	0.000000	0.394710
0.000000	0.000000	0.349162
0.000000	0.000000	0.076424
0.000000	0.000000	0.076424
0.000000	0.000000	0.217650
0.000000	0.000000	0.308355
0.000000	0.000000	0.388543
0.000000	1.000000	0.542203
0.000000	1.000000	0.554043
0.000000	0.000000	0.290314
0.000000	0.000000	0.381659
0.000000	0.000000	0.436182
0.000000	0.000000	0.349476
0.000000	0.000000	0.316354
0.000000	0.000000	0.089378
0.000000	1.000000	0.567896
0.000000	0.000000	0.402351
0.000000	0.000000	0.466534
0.000000	0.000000	0.356865
0.000000	0.000000	0.124651
0.000000	0.000000	0.462749
0.000000	0.000000	0.084278
0.000000	0.000000	0.388543
0.000000	0.000000	0.344209
0.000000	0.000000	0.360932
0.000000	0.000000	0.400867
0.000000	0.000000	0.392678
0.000000	0.000000	0.321549
0.000000	0.000000	0.335298
0.000000	0.000000	0.406401
0.000000	1.000000	0.665785
0.000000	0.000000	0.419568
0.000000	1.000000	0.536142
0.000000	0.000000	0.306285
0.000000	0.000000	0.451020
0.000000	0.000000	0.400867
0.000000	1.000000	0.679992
0.000000	0.000000	0.349476
0.000000	0.000000	0.432066
0.000000	0.000000	0.338882
0.000000	0.000000	0.451020
0.000000	0.000000	0.318876
0.000000	0.000000	0.290314
0.000000	0.000000	0.392678
0.000000	0.000000	0.433699
0.000000	0.000000	0.388543
0.000000	0.000000	0.290314
0.000000	0.000000	0.164742
0.000000	0.000000	0.431008
0.000000	0.000000	0.432602
0.000000	0.000000	0.440437
0.000000	0.000000	0.290314
0.000000	0.000000	0.308355
0.000000	0.000000	0.217650
0.000000	0.000000	0.432602
0.000000	0.000000	0.084160
0.000000	0.000000	0.160954
0.000000	0.000000	0.089378
0.000000	1.000000	0.672732
0.000000	0.000000	0.321549
0.000000	0.000000	0.406401
0.000000	0.000000	0.394710
0.000000	0.000000	0.287452
0.000000	0.000000	0.342245
0.000000	0.000000	0.404990
0.000000	0.000000	0.379236
0.000000	0.000000	0.369048
0.000000	0.000000	0.124651
0.000000	0.000000	0.394913
0.000000	1.000000	0.664994
0.000000	0.000000	0.394710
0.000000	0.000000	0.465473
0.000000	0.000000	0.335575
0.000000	1.000000	0.672852
0.000000	0.000000	0.316354
0.000000	0.000000	0.430663
0.000000	0.000000	0.076424
0.000000	0.000000	0.438246
0.000000	0.000000	0.440437
0.000000	1.000000	0.536832
0.000000	0.000000	0.392678
0.000000	0.000000	0.394710
0.000000	0.000000	0.433361
0.000000	1.000000	0.681095
0.000000	0.000000	0.349162
0.000000	0.000000	0.076424
0.000000	0.000000	0.329660
0.000000	0.000000	0.453064
0.000000	0.000000	0.318876
0.000000	1.000000	0.682248
0.000000	1.000000	0.725082
0.000000	0.000000	0.124651
0.000000	1.000000	0.593494
0.000000	0.000000	0.290314
0.000000	1.000000	0.679117
0.000000	0.000000	0.410342
0.000000	0.000000	0.407600
0.000000	0.000000	0.096069
0.000000	1.000000	0.690475
0.000000	0.000000	0.076424
